story,gen,ind,model,temp,valid,validation,fitness,time_llm,time_lean,sgm_sd_sum,sgm_max,lcom_avg,coupling_max
g04-recycling,4,4,gemini-3.1-pro-preview,0.5,True,,10.284,0.0,0.0,4.195,4.0,0.089,2.0
g04-recycling,4,5,gemini-3.1-pro-preview,0.5,True,,10.188,34.98,2.78,4.088,4.0,0.1,2.0
g04-recycling,4,6,gemini-3.1-pro-preview,0.5,True,,10.66,24.87,2.72,4.493,4.0,0.167,2.0
g04-recycling,4,7,gemini-3.1-pro-preview,0.5,True,,10.018,35.68,5.72,3.862,4.0,0.156,2.0
g04-recycling,4,8,gemini-3.1-pro-preview,0.5,True,,11.343,42.5,2.77,5.176,4.0,0.167,2.0
g04-recycling,4,9,gemini-3.1-pro-preview,0.5,True,,10.85,29.94,2.73,4.65,4.0,0.2,2.0
g04-recycling,5,0,gemini-3.1-pro-preview,0.5,True,,8.794,0.0,0.0,3.742,4.0,0.052,1.0
g04-recycling,5,1,gemini-3.1-pro-preview,0.5,True,,9.316,0.0,0.0,4.139,4.0,0.177,1.0
g04-recycling,5,2,gemini-3.1-pro-preview,0.5,True,,9.341,0.0,0.0,4.186,4.0,0.155,1.0
g04-recycling,5,3,gemini-3.1-pro-preview,0.5,True,,9.68,0.0,0.0,3.573,4.0,0.107,2.0
g04-recycling,5,4,gemini-3.1-pro-preview,0.5,True,,10.018,0.0,0.0,3.862,4.0,0.156,2.0
g04-recycling,5,5,gemini-3.1-pro-preview,0.5,True,,10.662,36.66,2.82,4.464,4.0,0.198,2.0
g04-recycling,5,6,gemini-3.1-pro-preview,0.5,True,,10.96,31.02,2.81,4.804,4.0,0.156,2.0
g04-recycling,5,7,gemini-3.1-pro-preview,0.5,True,,10.72,45.19,2.68,4.531,4.0,0.189,2.0
g04-recycling,5,8,gemini-3.1-pro-preview,0.5,True,,10.72,35.19,2.64,4.531,4.0,0.189,2.0
g04-recycling,5,9,gemini-3.1-pro-preview,0.5,True,,10.85,25.55,1.59,4.65,4.0,0.2,2.0
g04-recycling,1,0,gpt-5.1,0.5,True,,23.467,23.39,2.76,8.116,12.0,0.351,3.0
g04-recycling,1,1,gpt-5.1,0.5,True,,26.115,26.86,2.45,9.722,12.0,0.393,4.0
g04-recycling,1,2,gpt-5.1,0.5,True,,28.667,26.79,2.72,11.331,13.0,0.336,4.0
g04-recycling,1,3,gpt-5.1,0.5,True,,26.501,25.92,2.74,9.192,12.0,0.309,5.0
g04-recycling,1,4,gpt-5.1,0.5,True,,28.962,25.95,2.87,9.536,15.0,0.426,4.0
g04-recycling,1,5,gpt-5.1,0.5,True,,26.926,26.49,2.77,8.435,15.0,0.491,3.0
g04-recycling,1,6,gpt-5.1,0.5,True,,26.584,26.01,2.74,8.296,14.0,0.288,4.0
g04-recycling,1,7,gpt-5.1,0.5,True,,22.521,23.06,4.94,10.342,9.0,0.179,3.0
g04-recycling,1,8,gpt-5.1,0.5,True,,28.47,26.94,2.77,9.137,14.0,0.333,5.0
g04-recycling,1,9,gpt-5.1,0.5,True,,24.091,25.17,2.79,9.801,11.0,0.29,3.0
g04-recycling,2,0,gpt-5.1,0.5,True,,22.521,0.0,0.0,10.342,9.0,0.179,3.0
g04-recycling,2,1,gpt-5.1,0.5,True,,23.467,0.0,0.0,8.116,12.0,0.351,3.0
g04-recycling,2,2,gpt-5.1,0.5,True,,24.091,0.0,0.0,9.801,11.0,0.29,3.0
g04-recycling,2,3,gpt-5.1,0.5,True,,26.115,0.0,0.0,9.722,12.0,0.393,4.0
g04-recycling,2,4,gpt-5.1,0.5,True,,26.501,0.0,0.0,9.192,12.0,0.309,5.0
g04-recycling,2,5,gpt-5.1,0.5,True,,21.33,28.84,2.87,12.084,5.0,0.246,4.0
g04-recycling,2,6,gpt-5.1,0.5,True,,20.857,31.0,2.8,11.649,5.0,0.208,4.0
g04-recycling,2,7,gpt-5.1,0.5,True,,22.998,27.73,2.7,12.818,6.0,0.18,4.0
g04-recycling,2,8,gpt-5.1,0.5,True,,20.168,14.46,2.37,10.996,6.0,0.172,3.0
g04-recycling,2,9,gpt-5.1,0.5,True,,21.047,22.02,2.68,11.839,5.0,0.208,4.0
g04-recycling,3,0,gpt-5.1,0.5,True,,20.168,0.0,0.0,10.996,6.0,0.172,3.0
g04-recycling,3,1,gpt-5.1,0.5,True,,20.857,0.0,0.0,11.649,5.0,0.208,4.0
g04-recycling,3,2,gpt-5.1,0.5,True,,21.047,0.0,0.0,11.839,5.0,0.208,4.0
g04-recycling,3,3,gpt-5.1,0.5,True,,21.33,0.0,0.0,12.084,5.0,0.246,4.0
g04-recycling,3,4,gpt-5.1,0.5,True,,22.521,0.0,0.0,10.342,9.0,0.179,3.0
g04-recycling,3,5,gpt-5.1,0.5,True,,19.728,23.15,2.69,10.584,5.0,0.144,4.0
g04-recycling,3,6,gpt-5.1,0.5,True,,20.169,18.21,2.68,11.02,6.0,0.149,3.0
g04-recycling,3,7,gpt-5.1,0.5,True,,22.926,28.89,2.74,12.746,5.0,0.18,5.0
g04-recycling,3,8,gpt-5.1,0.5,True,,19.275,25.31,2.73,10.112,5.0,0.163,4.0
g04-recycling,3,9,gpt-5.1,0.5,True,,21.003,26.95,2.8,11.803,5.0,0.2,4.0
g04-recycling,4,0,gpt-5.1,0.5,True,,19.275,0.0,0.0,10.112,5.0,0.163,4.0
g04-recycling,4,1,gpt-5.1,0.5,True,,19.728,0.0,0.0,10.584,5.0,0.144,4.0
g04-recycling,4,2,gpt-5.1,0.5,True,,20.168,0.0,0.0,10.996,6.0,0.172,3.0
g04-recycling,4,3,gpt-5.1,0.5,True,,20.169,0.0,0.0,11.02,6.0,0.149,3.0
g04-recycling,4,4,gpt-5.1,0.5,True,,20.857,0.0,0.0,11.649,5.0,0.208,4.0
g04-recycling,4,5,gpt-5.1,0.5,True,,20.712,27.53,2.76,10.556,6.0,0.156,4.0
g04-recycling,4,6,gpt-5.1,0.5,True,,19.699,24.75,3.23,9.545,5.0,0.154,5.0
g04-recycling,4,7,gpt-5.1,0.5,True,,19.205,14.51,2.89,10.056,6.0,0.149,3.0
g04-recycling,4,8,gpt-5.1,0.5,True,,19.238,26.89,2.74,10.084,5.0,0.154,4.0
g04-recycling,4,9,gpt-5.1,0.5,True,,20.184,28.74,5.7,10.028,6.0,0.156,4.0
g04-recycling,5,0,gpt-5.1,0.5,True,,19.205,0.0,0.0,10.056,6.0,0.149,3.0
g04-recycling,5,1,gpt-5.1,0.5,True,,19.238,0.0,0.0,10.084,5.0,0.154,4.0
g04-recycling,5,2,gpt-5.1,0.5,True,,19.275,0.0,0.0,10.112,5.0,0.163,4.0
g04-recycling,5,3,gpt-5.1,0.5,True,,19.699,0.0,0.0,9.545,5.0,0.154,5.0
g04-recycling,5,4,gpt-5.1,0.5,True,,19.728,0.0,0.0,10.584,5.0,0.144,4.0
g04-recycling,5,5,gpt-5.1,0.5,True,,19.233,26.21,3.0,10.084,5.0,0.149,4.0
g04-recycling,5,6,gpt-5.1,0.5,True,,19.261,28.54,2.76,10.112,5.0,0.149,4.0
g04-recycling,5,7,gpt-5.1,0.5,True,,18.733,25.65,2.91,10.584,5.0,0.149,3.0
g04-recycling,5,8,gpt-5.1,0.5,True,,20.704,24.22,2.72,10.555,5.0,0.149,5.0
g04-recycling,5,9,gpt-5.1,0.5,True,,18.233,15.06,2.55,10.084,5.0,0.149,3.0
g05-openspending,1,0,gemini-3.1-pro-preview,0.5,True,,15.067,44.44,3.4,4.887,8.0,0.18,2.0
g05-openspending,1,1,gemini-3.1-pro-preview,0.5,True,,11.335,35.88,2.76,3.237,5.0,0.098,3.0
g05-openspending,1,2,gemini-3.1-pro-preview,0.5,True,,15.472,39.95,2.86,4.272,9.0,0.2,2.0
g05-openspending,1,3,gemini-3.1-pro-preview,0.5,True,,14.044,37.53,2.76,2.886,8.0,0.158,3.0
g05-openspending,1,4,gemini-3.1-pro-preview,0.5,True,,14.065,28.48,2.72,2.624,9.0,0.441,2.0
g05-openspending,1,5,gemini-3.1-pro-preview,0.5,True,,17.07,34.62,2.75,3.84,11.0,0.23,2.0
g05-openspending,1,6,gemini-3.1-pro-preview,0.5,True,,16.474,49.89,2.8,5.32,9.0,0.154,2.0
g05-openspending,1,7,gemini-3.1-pro-preview,0.5,True,,14.548,54.18,2.73,2.361,9.0,0.187,3.0
g05-openspending,1,8,gemini-3.1-pro-preview,0.5,True,,16.841,35.65,2.77,4.449,10.0,0.392,2.0
g05-openspending,1,9,gemini-3.1-pro-preview,0.5,True,,14.288,42.51,2.74,4.069,8.0,0.219,2.0
g05-openspending,2,0,gemini-3.1-pro-preview,0.5,True,,11.335,0.0,0.0,3.237,5.0,0.098,3.0
g05-openspending,2,1,gemini-3.1-pro-preview,0.5,True,,14.044,0.0,0.0,2.886,8.0,0.158,3.0
g05-openspending,2,2,gemini-3.1-pro-preview,0.5,True,,14.065,0.0,0.0,2.624,9.0,0.441,2.0
g05-openspending,2,3,gemini-3.1-pro-preview,0.5,True,,14.288,0.0,0.0,4.069,8.0,0.219,2.0
g05-openspending,2,4,gemini-3.1-pro-preview,0.5,True,,14.548,0.0,0.0,2.361,9.0,0.187,3.0
g05-openspending,2,5,gemini-3.1-pro-preview,0.5,True,,11.41,47.28,5.78,2.199,5.0,0.211,4.0
g05-openspending,2,6,gemini-3.1-pro-preview,0.5,True,,13.025,40.87,2.73,3.814,5.0,0.211,4.0
g05-openspending,2,7,gemini-3.1-pro-preview,0.5,True,,13.631,30.61,2.92,6.511,4.0,0.12,3.0
g05-openspending,2,8,gemini-3.1-pro-preview,0.5,True,,11.896,36.1,2.73,3.69,5.0,0.206,3.0
g05-openspending,2,9,gemini-3.1-pro-preview,0.5,True,,10.344,36.23,2.71,3.219,5.0,0.125,2.0
g05-openspending,3,0,gemini-3.1-pro-preview,0.5,True,,10.344,0.0,0.0,3.219,5.0,0.125,2.0
g05-openspending,3,1,gemini-3.1-pro-preview,0.5,True,,11.335,0.0,0.0,3.237,5.0,0.098,3.0
g05-openspending,3,2,gemini-3.1-pro-preview,0.5,True,,11.41,0.0,0.0,2.199,5.0,0.211,4.0
g05-openspending,3,3,gemini-3.1-pro-preview,0.5,True,,11.896,0.0,0.0,3.69,5.0,0.206,3.0
g05-openspending,3,4,gemini-3.1-pro-preview,0.5,True,,13.025,0.0,0.0,3.814,5.0,0.211,4.0
g05-openspending,3,5,gemini-3.1-pro-preview,0.5,True,,11.749,31.55,2.99,3.557,5.0,0.192,3.0
g05-openspending,3,6,gemini-3.1-pro-preview,0.5,True,,11.873,41.65,5.78,3.623,5.0,0.25,3.0
g05-openspending,3,7,gemini-3.1-pro-preview,0.5,True,,12.805,31.84,2.92,3.713,5.0,0.092,4.0
g05-openspending,3,8,gemini-3.1-pro-preview,0.5,True,,13.448,38.15,2.92,4.346,5.0,0.102,4.0
g05-openspending,3,9,gemini-3.1-pro-preview,0.5,True,,12.719,42.01,2.67,4.623,5.0,0.096,3.0
g05-openspending,4,0,gemini-3.1-pro-preview,0.5,True,,10.344,0.0,0.0,3.219,5.0,0.125,2.0
g05-openspending,4,1,gemini-3.1-pro-preview,0.5,True,,11.335,0.0,0.0,3.237,5.0,0.098,3.0
g05-openspending,4,2,gemini-3.1-pro-preview,0.5,True,,11.41,0.0,0.0,2.199,5.0,0.211,4.0
g05-openspending,4,3,gemini-3.1-pro-preview,0.5,True,,11.749,0.0,0.0,3.557,5.0,0.192,3.0
g05-openspending,4,4,gemini-3.1-pro-preview,0.5,True,,11.873,0.0,0.0,3.623,5.0,0.25,3.0
g05-openspending,4,5,gemini-3.1-pro-preview,0.5,True,,13.484,27.93,2.73,5.317,5.0,0.167,3.0
g05-openspending,4,6,gemini-3.1-pro-preview,0.5,True,,11.453,32.2,2.85,3.347,5.0,0.106,3.0
g05-openspending,4,7,gemini-3.1-pro-preview,0.5,True,,13.238,36.39,3.17,4.19,5.0,0.048,4.0
g05-openspending,4,8,gemini-3.1-pro-preview,0.5,True,,13.784,41.08,3.02,5.642,5.0,0.142,3.0
g05-openspending,4,9,gemini-3.1-pro-preview,0.5,True,,11.915,37.98,2.95,3.719,5.0,0.196,3.0
g05-openspending,5,0,gemini-3.1-pro-preview,0.5,True,,10.344,0.0,0.0,3.219,5.0,0.125,2.0
g05-openspending,5,1,gemini-3.1-pro-preview,0.5,True,,11.335,0.0,0.0,3.237,5.0,0.098,3.0
g05-openspending,5,2,gemini-3.1-pro-preview,0.5,True,,11.41,0.0,0.0,2.199,5.0,0.211,4.0
g05-openspending,5,3,gemini-3.1-pro-preview,0.5,True,,11.453,0.0,0.0,3.347,5.0,0.106,3.0
g05-openspending,5,4,gemini-3.1-pro-preview,0.5,True,,11.749,0.0,0.0,3.557,5.0,0.192,3.0
g05-openspending,5,5,gemini-3.1-pro-preview,0.5,True,,13.117,32.9,3.45,4.913,5.0,0.204,3.0
g05-openspending,5,6,gemini-3.1-pro-preview,0.5,True,,13.307,31.53,2.86,4.209,5.0,0.098,4.0
g05-openspending,5,7,gemini-3.1-pro-preview,0.5,True,,12.463,30.9,2.88,4.309,5.0,0.154,3.0
g05-openspending,5,8,gemini-3.1-pro-preview,0.5,True,,10.928,46.94,3.43,3.776,5.0,0.152,2.0
g05-openspending,5,9,gemini-3.1-pro-preview,0.5,True,,12.022,32.87,2.8,3.814,5.0,0.208,3.0
g05-openspending,1,0,gpt-5.1,0.5,True,,24.76,18.58,2.75,8.421,10.0,0.339,6.0
g05-openspending,1,1,gpt-5.1,0.5,True,,26.365,20.24,2.84,10.086,10.0,0.279,6.0
g05-openspending,1,2,gpt-5.1,0.5,True,,29.389,19.98,2.73,10.141,13.0,0.248,6.0
g05-openspending,1,3,gpt-5.1,0.5,True,,25.133,15.86,2.79,6.78,11.0,0.353,7.0
g05-openspending,1,4,gpt-5.1,0.5,True,,25.429,18.86,2.78,10.178,9.0,0.251,6.0
g05-openspending,1,5,gpt-5.1,0.5,True,,26.392000000000003,20.2,2.14,8.057,11.0,0.335,7.0
g05-openspending,1,6,gpt-5.1,0.5,True,,24.448,24.63,2.81,9.263,10.0,0.185,5.0
g05-openspending,1,7,gpt-5.1,0.5,True,,26.564,18.94,2.91,11.307,9.0,0.257,6.0
g05-openspending,1,8,gpt-5.1,0.5,True,,25.805,20.52,2.39,9.408,10.0,0.397,6.0
g05-openspending,1,9,gpt-5.1,0.5,True,,26.042,24.13,3.14,8.681,11.0,0.361,6.0
g05-openspending,2,0,gpt-5.1,0.5,True,,24.448,0.0,0.0,9.263,10.0,0.185,5.0
g05-openspending,2,1,gpt-5.1,0.5,True,,24.76,0.0,0.0,8.421,10.0,0.339,6.0
g05-openspending,2,2,gpt-5.1,0.5,True,,25.133,0.0,0.0,6.78,11.0,0.353,7.0
g05-openspending,2,3,gpt-5.1,0.5,True,,25.429,0.0,0.0,10.178,9.0,0.251,6.0
g05-openspending,2,4,gpt-5.1,0.5,True,,25.805,0.0,0.0,9.408,10.0,0.397,6.0
g05-openspending,2,5,gpt-5.1,0.5,True,,21.15,23.85,5.83,11.962,5.0,0.188,4.0
g05-openspending,2,6,gpt-5.1,0.5,True,,26.157,21.63,2.84,15.004,5.0,0.153,6.0
g05-openspending,2,7,gpt-5.1,0.5,True,,25.063,19.99,2.74,13.931,5.0,0.132,6.0
g05-openspending,2,8,gpt-5.1,0.5,True,,22.293,18.64,2.86,11.116,5.0,0.177,6.0
g05-openspending,2,9,gpt-5.1,0.5,True,,22.619,25.41,2.76,13.37,5.0,0.249,4.0
g05-openspending,3,0,gpt-5.1,0.5,True,,21.15,0.0,0.0,11.962,5.0,0.188,4.0
g05-openspending,3,1,gpt-5.1,0.5,True,,22.293,0.0,0.0,11.116,5.0,0.177,6.0
g05-openspending,3,2,gpt-5.1,0.5,True,,22.619,0.0,0.0,13.37,5.0,0.249,4.0
g05-openspending,3,3,gpt-5.1,0.5,True,,24.448,0.0,0.0,9.263,10.0,0.185,5.0
g05-openspending,3,4,gpt-5.1,0.5,True,,24.76,0.0,0.0,8.421,10.0,0.339,6.0
g05-openspending,3,5,gpt-5.1,0.5,True,,24.425,29.26,2.84,15.265,5.0,0.16,4.0
g05-openspending,3,6,gpt-5.1,0.5,True,,22.632,13.77,2.68,13.424,5.0,0.208,4.0
g05-openspending,3,7,gpt-5.1,0.5,True,,24.029,16.22,2.86,13.809,5.0,0.22,5.0
g05-openspending,3,8,gpt-5.1,0.5,True,,23.161,22.69,3.19,13.947,5.0,0.214,4.0
g05-openspending,3,9,gpt-5.1,0.5,True,,23.943,11.71,2.64,13.754,5.0,0.189,5.0
g05-openspending,4,0,gpt-5.1,0.5,True,,21.15,0.0,0.0,11.962,5.0,0.188,4.0
g05-openspending,4,1,gpt-5.1,0.5,True,,22.293,0.0,0.0,11.116,5.0,0.177,6.0
g05-openspending,4,2,gpt-5.1,0.5,True,,22.619,0.0,0.0,13.37,5.0,0.249,4.0
g05-openspending,4,3,gpt-5.1,0.5,True,,22.632,0.0,0.0,13.424,5.0,0.208,4.0
g05-openspending,4,4,gpt-5.1,0.5,True,,23.161,0.0,0.0,13.947,5.0,0.214,4.0
g05-openspending,4,5,gpt-5.1,0.5,True,,22.942,16.28,2.81,13.761,5.0,0.181,4.0
g05-openspending,4,6,gpt-5.1,0.5,True,,24.69,36.52,2.84,14.537,5.0,0.153,5.0
g05-openspending,4,7,gpt-5.1,0.5,True,,22.632,20.21,2.76,13.424,5.0,0.208,4.0
g05-openspending,4,8,gpt-5.1,0.5,True,,24.615,24.4,2.85,14.428,5.0,0.187,5.0
g05-openspending,4,9,gpt-5.1,0.5,True,,23.181,29.88,2.83,13.936,5.0,0.245,4.0
g05-openspending,5,0,gpt-5.1,0.5,True,,21.15,0.0,0.0,11.962,5.0,0.188,4.0
g05-openspending,5,1,gpt-5.1,0.5,True,,22.293,0.0,0.0,11.116,5.0,0.177,6.0
g05-openspending,5,2,gpt-5.1,0.5,True,,22.619,0.0,0.0,13.37,5.0,0.249,4.0
g05-openspending,5,3,gpt-5.1,0.5,True,,22.632,0.0,0.0,13.424,5.0,0.208,4.0
g05-openspending,5,4,gpt-5.1,0.5,True,,22.632,0.0,0.0,13.424,5.0,0.208,4.0
g05-openspending,5,5,gpt-5.1,0.5,True,,23.704,24.11,2.75,14.512,5.0,0.192,4.0
g05-openspending,5,6,gpt-5.1,0.5,True,,21.624,12.4,2.78,12.443,5.0,0.181,4.0
g05-openspending,5,7,gpt-5.1,0.5,True,,24.69,24.6,2.76,13.517,5.0,0.173,6.0
g05-openspending,5,8,gpt-5.1,0.5,True,,25.034,28.34,2.95,13.834,5.0,0.2,6.0
g05-openspending,5,9,gpt-5.1,0.5,True,,24.841,13.43,2.72,14.611,5.0,0.23,5.0
g08-frictionless,1,0,gemini-3.1-pro-preview,0.5,True,,8.573,27.7,2.82,1.49,5.0,0.083,2.0
g08-frictionless,1,1,gemini-3.1-pro-preview,0.5,True,,11.916,27.47,3.24,2.583,7.0,0.333,2.0
g08-frictionless,1,2,gemini-3.1-pro-preview,0.5,True,,8.997,24.52,5.82,2.886,4.0,0.111,2.0
g08-frictionless,1,3,gemini-3.1-pro-preview,0.5,True,,10.849,24.93,5.78,2.682,6.0,0.167,2.0
g08-frictionless,1,4,gemini-3.1-pro-preview,0.5,True,,8.504000000000001,28.93,2.9,1.471,4.0,0.033,3.0
g08-frictionless,1,5,gemini-3.1-pro-preview,0.5,True,,7.526,26.11,3.1,1.443,4.0,0.083,2.0
g08-frictionless,1,6,gemini-3.1-pro-preview,0.5,True,,11.028,27.74,3.12,2.767,6.0,0.261,2.0
g08-frictionless,1,7,gemini-3.1-pro-preview,0.5,True,,8.594999999999999,31.26,3.08,1.5,5.0,0.095,2.0
g08-frictionless,1,8,gemini-3.1-pro-preview,0.5,True,,9.184,26.64,3.25,2.121,5.0,0.063,2.0
g08-frictionless,1,9,gemini-3.1-pro-preview,0.5,True,,9.466,23.05,3.24,2.276,5.0,0.19,2.0
g08-frictionless,2,0,gemini-3.1-pro-preview,0.5,True,,7.526,0.0,0.0,1.443,4.0,0.083,2.0
g08-frictionless,2,1,gemini-3.1-pro-preview,0.5,True,,8.504000000000001,0.0,0.0,1.471,4.0,0.033,3.0
g08-frictionless,2,2,gemini-3.1-pro-preview,0.5,True,,8.573,0.0,0.0,1.49,5.0,0.083,2.0
g08-frictionless,2,3,gemini-3.1-pro-preview,0.5,True,,8.594999999999999,0.0,0.0,1.5,5.0,0.095,2.0
g08-frictionless,2,4,gemini-3.1-pro-preview,0.5,True,,8.997,0.0,0.0,2.886,4.0,0.111,2.0
g08-frictionless,2,5,gemini-3.1-pro-preview,0.5,True,,8.488,19.27,2.85,2.414,4.0,0.074,2.0
g08-frictionless,2,6,gemini-3.1-pro-preview,0.5,True,,9.008,29.64,3.68,1.971,4.0,0.037,3.0
g08-frictionless,2,7,gemini-3.1-pro-preview,0.5,True,,10.96,25.57,3.32,2.856,5.0,0.104,3.0
g08-frictionless,2,8,gemini-3.1-pro-preview,0.5,True,,7.667,29.65,3.14,1.5,4.0,0.167,2.0
g08-frictionless,2,9,gemini-3.1-pro-preview,0.5,True,,9.117,24.8,2.57,1.971,4.0,0.146,3.0
g08-frictionless,3,0,gemini-3.1-pro-preview,0.5,True,,7.526,0.0,0.0,1.443,4.0,0.083,2.0
g08-frictionless,3,1,gemini-3.1-pro-preview,0.5,True,,7.667,0.0,0.0,1.5,4.0,0.167,2.0
g08-frictionless,3,2,gemini-3.1-pro-preview,0.5,True,,8.488,0.0,0.0,2.414,4.0,0.074,2.0
g08-frictionless,3,3,gemini-3.1-pro-preview,0.5,True,,8.504000000000001,0.0,0.0,1.471,4.0,0.033,3.0
g08-frictionless,3,4,gemini-3.1-pro-preview,0.5,True,,8.573,0.0,0.0,1.49,5.0,0.083,2.0
g08-frictionless,3,5,gemini-3.1-pro-preview,0.5,True,,8.46,30.32,2.78,2.386,4.0,0.074,2.0
g08-frictionless,3,6,gemini-3.1-pro-preview,0.5,True,,8.46,24.0,5.75,2.386,4.0,0.074,2.0
g08-frictionless,3,7,gemini-3.1-pro-preview,0.5,True,,8.46,27.02,2.71,2.386,4.0,0.074,2.0
g08-frictionless,3,8,gemini-3.1-pro-preview,0.5,True,,8.46,33.08,5.89,2.386,4.0,0.074,2.0
g08-frictionless,3,9,gemini-3.1-pro-preview,0.5,True,,8.46,27.36,2.89,2.386,4.0,0.074,2.0
g08-frictionless,4,0,gemini-3.1-pro-preview,0.5,True,,7.526,0.0,0.0,1.443,4.0,0.083,2.0
g08-frictionless,4,1,gemini-3.1-pro-preview,0.5,True,,7.667,0.0,0.0,1.5,4.0,0.167,2.0
g08-frictionless,4,2,gemini-3.1-pro-preview,0.5,True,,8.46,0.0,0.0,2.386,4.0,0.074,2.0
g08-frictionless,4,3,gemini-3.1-pro-preview,0.5,True,,8.46,0.0,0.0,2.386,4.0,0.074,2.0
g08-frictionless,4,4,gemini-3.1-pro-preview,0.5,True,,8.46,0.0,0.0,2.386,4.0,0.074,2.0
g08-frictionless,4,5,gemini-3.1-pro-preview,0.5,True,,8.943,21.31,3.56,2.876,4.0,0.067,2.0
g08-frictionless,4,6,gemini-3.1-pro-preview,0.5,True,,8.45,21.42,3.29,2.376,4.0,0.074,2.0
g08-frictionless,4,7,gemini-3.1-pro-preview,0.5,True,,8.46,21.07,3.19,2.386,4.0,0.074,2.0
g08-frictionless,4,8,gemini-3.1-pro-preview,0.5,True,,8.46,22.62,3.13,2.386,4.0,0.074,2.0
g08-frictionless,4,9,gemini-3.1-pro-preview,0.5,True,,8.504,24.22,2.87,2.337,4.0,0.167,2.0
g08-frictionless,5,0,gemini-3.1-pro-preview,0.5,True,,7.526,0.0,0.0,1.443,4.0,0.083,2.0
g08-frictionless,5,1,gemini-3.1-pro-preview,0.5,True,,7.667,0.0,0.0,1.5,4.0,0.167,2.0
g08-frictionless,5,2,gemini-3.1-pro-preview,0.5,True,,8.45,0.0,0.0,2.376,4.0,0.074,2.0
g08-frictionless,5,3,gemini-3.1-pro-preview,0.5,True,,8.46,0.0,0.0,2.386,4.0,0.074,2.0
g08-frictionless,5,4,gemini-3.1-pro-preview,0.5,True,,8.46,0.0,0.0,2.386,4.0,0.074,2.0
g08-frictionless,5,5,gemini-3.1-pro-preview,0.5,True,,8.947,31.89,2.8,2.847,4.0,0.1,2.0
g08-frictionless,5,6,gemini-3.1-pro-preview,0.5,True,,8.865,23.78,2.69,2.809,4.0,0.056,2.0
g08-frictionless,5,7,gemini-3.1-pro-preview,0.5,True,,8.865,33.32,5.82,2.809,4.0,0.056,2.0
g08-frictionless,5,8,gemini-3.1-pro-preview,0.5,True,,9.871,33.52,2.79,2.827,5.0,0.044,2.0
g08-frictionless,5,9,gemini-3.1-pro-preview,0.5,True,,8.386,27.73,2.87,2.386,4.0,0.0,2.0
g08-frictionless,1,0,gpt-5.1,0.5,True,,22.05,16.69,2.96,2.826,16.0,0.224,3.0
g08-frictionless,1,1,gpt-5.1,0.5,True,,22.178,25.67,3.19,5.178,14.0,0.0,3.0
g08-frictionless,1,2,gpt-5.1,0.5,True,,22.918,17.02,3.23,2.87,16.0,0.048,4.0
g08-frictionless,1,3,gpt-5.1,0.5,True,,15.084,17.15,3.04,4.99,7.0,0.094,3.0
g08-frictionless,1,4,gpt-5.1,0.5,True,,24.954,27.95,3.27,3.751,17.0,0.203,4.0
g08-frictionless,1,5,gpt-5.1,0.5,True,,21.188,19.2,2.83,2.069,16.0,0.119,3.0
g08-frictionless,1,6,gpt-5.1,0.5,True,,23.533,21.56,2.85,3.427,16.0,0.106,4.0
g08-frictionless,1,7,gpt-5.1,0.5,True,,16.461,16.99,2.71,3.333,11.0,0.128,2.0
g08-frictionless,1,8,gpt-5.1,0.5,True,,27.657,21.6,2.99,3.535,19.0,0.122,5.0
g08-frictionless,1,9,gpt-5.1,0.5,True,,22.356,17.71,2.77,4.086,15.0,0.27,3.0
g08-frictionless,2,0,gpt-5.1,0.5,True,,15.084,0.0,0.0,4.99,7.0,0.094,3.0
g08-frictionless,2,1,gpt-5.1,0.5,True,,16.461,0.0,0.0,3.333,11.0,0.128,2.0
g08-frictionless,2,2,gpt-5.1,0.5,True,,21.188,0.0,0.0,2.069,16.0,0.119,3.0
g08-frictionless,2,3,gpt-5.1,0.5,True,,22.05,0.0,0.0,2.826,16.0,0.224,3.0
g08-frictionless,2,4,gpt-5.1,0.5,True,,22.178,0.0,0.0,5.178,14.0,0.0,3.0
g08-frictionless,2,5,gpt-5.1,0.5,True,,16.0,25.42,2.79,7.0,5.0,0.0,4.0
g08-frictionless,2,6,gpt-5.1,0.5,True,,15.507,28.85,2.97,7.507,5.0,0.0,3.0
g08-frictionless,2,7,gpt-5.1,0.5,True,,15.919,26.2,2.75,7.849,6.0,0.07,2.0
g08-frictionless,2,8,gpt-5.1,0.5,True,,14.44,24.59,2.91,4.334,6.0,0.106,4.0
g08-frictionless,2,9,gpt-5.1,0.5,True,,13.006,17.04,3.01,2.927,8.0,0.079,2.0
g08-frictionless,3,0,gpt-5.1,0.5,True,,13.006,0.0,0.0,2.927,8.0,0.079,2.0
g08-frictionless,3,1,gpt-5.1,0.5,True,,14.44,0.0,0.0,4.334,6.0,0.106,4.0
g08-frictionless,3,2,gpt-5.1,0.5,True,,15.084,0.0,0.0,4.99,7.0,0.094,3.0
g08-frictionless,3,3,gpt-5.1,0.5,True,,15.507,0.0,0.0,7.507,5.0,0.0,3.0
g08-frictionless,3,4,gpt-5.1,0.5,True,,15.919,0.0,0.0,7.849,6.0,0.07,2.0
g08-frictionless,3,5,gpt-5.1,0.5,True,,14.953,28.63,3.48,6.897,6.0,0.056,2.0
g08-frictionless,3,6,gpt-5.1,0.5,True,,12.52,24.5,2.7,4.433,5.0,0.087,3.0
